tiker,SELL_FROM,buy_price,seLL_pric,percentage_%,resulting,ALL_ORDERS,ORDERS_ENded,ALL_PROFITS
SOLUSDT,TRALLING,103.46,104.02,0.3912719891745624,profit,3,1,0.3912719891745624
