,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,qty_0SANDUSDT,qty_1SANDUSDT,qty_2SANDUSDT,qty_0FTMUSDT,qty_1FTMUSDT,qty_2FTMUSDT,qty_0ICXUSDT,qty_1ICXUSDT,qty_2ICXUSDT,qty_0DEGOUSDT,qty_1DEGOUSDT,qty_2DEGOUSDT,qty_0ANKRUSDT,qty_1ANKRUSDT,qty_2ANKRUSDT,qty_0XVSUSDT,qty_1XVSUSDT,qty_2XVSUSDT,qty_0THETAUSDT,qty_1THETAUSDT,qty_2THETAUSDT,qty_0EOSUSDT,qty_1EOSUSDT,qty_2EOSUSDT,qty_0CRVUSDT,qty_1CRVUSDT,qty_2CRVUSDT
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,58.0,58.0,58.0,35.2,35.2,35.2,-4.42,-4.42,-4.42,-471.7,-471.7,-471.7,0.0,0.0,0.0,-7.2,-7.2,-7.2,-19.0,-19.0,-19.0,22.5,22.5,22.5
