tiker,SELL_FROM,buy_price,seLL_pric,percentage_%,resulting,ALL_ORDERS,ORDERS_ENded,ALL_PROFITS
XVSUSDT,TRALLING,32.34,38.5,18.897619047619038,profit,6,1,18.897619047619038
