,qty_0SANDUSDTZC,qty_1SANDUSDTZC,qty_2SANDUSDTZC,qty_0FTMUSDTSK,qty_1FTMUSDTSK,qty_2FTMUSDTSK,qty_0ICXUSDTSK,qty_1ICXUSDTSK,qty_2ICXUSDTSK,qty_0DEGOUSDTVP,qty_1DEGOUSDTVP,qty_2DEGOUSDTVP,qty_0ANKRUSDTVP,qty_1ANKRUSDTVP,qty_2ANKRUSDTVP,qty_0XVSUSDTVP,qty_1XVSUSDTVP,qty_2XVSUSDTVP,qty_0THETAUSDTVP,qty_1THETAUSDTVP,qty_2THETAUSDTVP,qty_0EOSUSDTVP,qty_1EOSUSDTVP,qty_2EOSUSDTVP,qty_0SANDUSDTVP,qty_1SANDUSDTVP,qty_2SANDUSDTVP,qty_0CRVUSDTSK,qty_1CRVUSDTSK,qty_2CRVUSDTSK,qty_0DEGOUSDTZC,qty_1DEGOUSDTZC,qty_2DEGOUSDTZC,qty_0ANKRUSDTZC,qty_1ANKRUSDTZC,qty_2ANKRUSDTZC,qty_0THETAUSDTZC,qty_1THETAUSDTZC,qty_2THETAUSDTZC,qty_0EOSUSDTZC,qty_1EOSUSDTZC,qty_2EOSUSDTZC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
